human,mouse,lemur
ENSG00000143553,ENSMUSG00000001018,ENSMICG00000042295
ENSG00000143554,ENSMUSG00000027932,ENSMICG00000008852
ENSG00000143569,ENSMUSG00000042520,ENSMICG00000010402
ENSG00000143578,ENSMUSG00000027938,ENSMICG00000010316
ENSG00000143590,ENSMUSG00000028039,ENSMICG00000008011
ENSG00000143603,ENSMUSG00000000794,ENSMICG00000001441
ENSG00000143612,ENSMUSG00000027942,ENSMICG00000033180
ENSG00000143614,ENSMUSG00000042390,ENSMICG00000008874
ENSG00000143621,ENSMUSG00000001016,ENSMICG00000013730
ENSG00000143622,ENSMUSG00000028057,ENSMICG00000044667
ENSG00000143624,ENSMUSG00000027933,ENSMICG00000008832
ENSG00000143627,ENSMUSG00000041237,ENSMICG00000007458
ENSG00000143630,ENSMUSG00000028051,ENSMICG00000030454
ENSG00000143632,ENSMUSG00000031972,ENSMICG00000007460
ENSG00000143641,ENSMUSG00000089704,ENSMICG00000004134
ENSG00000143643,ENSMUSG00000037300,ENSMICG00000004208
ENSG00000143653,ENSMUSG00000038936,ENSMICG00000014588
ENSG00000143669,ENSMUSG00000019726,ENSMICG00000009412
ENSG00000143674,ENSMUSG00000031853,ENSMICG00000015508
ENSG00000143702,ENSMUSG00000057335,ENSMICG00000011831
ENSG00000143740,ENSMUSG00000009894,ENSMICG00000029011
ENSG00000143742,ENSMUSG00000026511,ENSMICG00000030104
ENSG00000143748,ENSMUSG00000026516,ENSMICG00000006602
ENSG00000143751,ENSMUSG00000038806,ENSMICG00000004083
ENSG00000143753,ENSMUSG00000038768,ENSMICG00000041977
ENSG00000143756,ENSMUSG00000047539,ENSMICG00000034771
ENSG00000143761,ENSMUSG00000048076,ENSMICG00000047362
ENSG00000143771,ENSMUSG00000062169,ENSMICG00000032337
ENSG00000143772,ENSMUSG00000038855,ENSMICG00000038100
ENSG00000143774,ENSMUSG00000020444,ENSMICG00000003322
ENSG00000143776,ENSMUSG00000026490,ENSMICG00000013466
ENSG00000143786,ENSMUSG00000026514,ENSMICG00000031871
ENSG00000143793,ENSMUSG00000020441,ENSMICG00000027688
ENSG00000143797,ENSMUSG00000020646,ENSMICG00000010098
ENSG00000143799,ENSMUSG00000026496,ENSMICG00000017076
ENSG00000143801,ENSMUSG00000010609,ENSMICG00000013427
ENSG00000143811,ENSMUSG00000026520,ENSMICG00000017416
ENSG00000143815,ENSMUSG00000004880,ENSMICG00000010070
ENSG00000143816,ENSMUSG00000000126,ENSMICG00000047095
ENSG00000143819,ENSMUSG00000038776,ENSMICG00000034513
ENSG00000143839,ENSMUSG00000070645,ENSMICG00000007875
ENSG00000143842,ENSMUSG00000070643,ENSMICG00000009236
ENSG00000143845,ENSMUSG00000070644,ENSMICG00000007869
ENSG00000143847,ENSMUSG00000026458,ENSMICG00000005134
ENSG00000143850,ENSMUSG00000041757,ENSMICG00000016918
ENSG00000143851,ENSMUSG00000031506,ENSMICG00000007442
ENSG00000143858,ENSMUSG00000026452,ENSMICG00000015559
ENSG00000143862,ENSMUSG00000026426,ENSMICG00000038748
ENSG00000143867,ENSMUSG00000048387,ENSMICG00000004493
ENSG00000143869,ENSMUSG00000037660,ENSMICG00000044629
ENSG00000143870,ENSMUSG00000020571,ENSMICG00000038154
ENSG00000143878,ENSMUSG00000054364,ENSMICG00000029771
ENSG00000143882,ENSMUSG00000020566,ENSMICG00000017366
ENSG00000143889,ENSMUSG00000024095,ENSMICG00000013155
ENSG00000143891,ENSMUSG00000035473,ENSMICG00000005031
ENSG00000143919,ENSMUSG00000071037,ENSMICG00000034768
ENSG00000143921,ENSMUSG00000024254,ENSMICG00000010470
ENSG00000143924,ENSMUSG00000032624,ENSMICG00000006510
ENSG00000143942,ENSMUSG00000020309,ENSMICG00000045392
ENSG00000143947,ENSMUSG00000020460,ENSMICG00000032298
ENSG00000143951,ENSMUSG00000020319,ENSMICG00000017077
ENSG00000143952,ENSMUSG00000020128,ENSMICG00000035608
ENSG00000143970,ENSMUSG00000037486,ENSMICG00000038141
ENSG00000143971,ENSMUSG00000016984,ENSMICG00000033585
ENSG00000143994,ENSMUSG00000006638,ENSMICG00000017053
ENSG00000143995,ENSMUSG00000020160,ENSMICG00000017054
ENSG00000144021,ENSMUSG00000003662,ENSMICG00000004701
ENSG00000144028,ENSMUSG00000003660,ENSMICG00000004710
ENSG00000144029,ENSMUSG00000027374,ENSMICG00000046753
ENSG00000144031,ENSMUSG00000014747,ENSMICG00000007049
ENSG00000144034,ENSMUSG00000054226,ENSMICG00000044266
ENSG00000144036,ENSMUSG00000033769,ENSMICG00000011255
ENSG00000144040,ENSMUSG00000033720,ENSMICG00000011287
ENSG00000144043,ENSMUSG00000014748,ENSMICG00000031861
ENSG00000144045,ENSMUSG00000009145,ENSMICG00000006232
ENSG00000144048,ENSMUSG00000030002,ENSMICG00000045101
ENSG00000144061,ENSMUSG00000027378,ENSMICG00000009340
ENSG00000144063,ENSMUSG00000027377,ENSMICG00000038217
ENSG00000144115,ENSMUSG00000054474,ENSMICG00000011437
ENSG00000144118,ENSMUSG00000004451,ENSMICG00000012197
ENSG00000144119,ENSMUSG00000036907,ENSMICG00000032165
ENSG00000144136,ENSMUSG00000027397,ENSMICG00000013283
ENSG00000144152,ENSMUSG00000027386,ENSMICG00000008429
ENSG00000144161,ENSMUSG00000027387,ENSMICG00000045551
ENSG00000144191,ENSMUSG00000026114,ENSMICG00000013329
ENSG00000144214,ENSMUSG00000026085,ENSMICG00000046017
ENSG00000144218,ENSMUSG00000037138,ENSMICG00000016001
ENSG00000144224,ENSMUSG00000026353,ENSMICG00000012933
ENSG00000144227,ENSMUSG00000069132,ENSMICG00000045401
ENSG00000144228,ENSMUSG00000026771,ENSMICG00000036028
ENSG00000144229,ENSMUSG00000042581,ENSMICG00000047887
ENSG00000144231,ENSMUSG00000024258,ENSMICG00000009931
ENSG00000144233,ENSMUSG00000041915,ENSMICG00000043486
ENSG00000144278,ENSMUSG00000060988,ENSMICG00000013917
ENSG00000144283,ENSMUSG00000026991,ENSMICG00000016813
ENSG00000144285,ENSMUSG00000064329,ENSMICG00000004920
ENSG00000144290,ENSMUSG00000026904,ENSMICG00000007690
ENSG00000144306,ENSMUSG00000008226,ENSMICG00000000366
ENSG00000144320,ENSMUSG00000009207,ENSMICG00000027707
ENSG00000144331,ENSMUSG00000027016,ENSMICG00000016924
ENSG00000144339,ENSMUSG00000026109,ENSMICG00000017769
ENSG00000144354,ENSMUSG00000055612,ENSMICG00000016991
ENSG00000144355,ENSMUSG00000041911,ENSMICG00000031703
ENSG00000144357,ENSMUSG00000044308,ENSMICG00000029207
ENSG00000144366,ENSMUSG00000056870,ENSMICG00000016453
ENSG00000144369,ENSMUSG00000048388,ENSMICG00000045239
ENSG00000144381,ENSMUSG00000025980,ENSMICG00000028600
ENSG00000144395,ENSMUSG00000025983,ENSMICG00000013761
ENSG00000144401,ENSMUSG00000025956,ENSMICG00000009739
ENSG00000144406,ENSMUSG00000055567,ENSMICG00000009921
ENSG00000144407,ENSMUSG00000025946,ENSMICG00000029711
ENSG00000144426,ENSMUSG00000073664,ENSMICG00000003736
ENSG00000144445,ENSMUSG00000026004,ENSMICG00000009963
ENSG00000144451,ENSMUSG00000053153,ENSMICG00000013876
ENSG00000144452,ENSMUSG00000050296,ENSMICG00000014502
ENSG00000144455,ENSMUSG00000030101,ENSMICG00000016631
ENSG00000144468,ENSMUSG00000026142,ENSMICG00000008350
ENSG00000144476,ENSMUSG00000044337,ENSMICG00000008095
ENSG00000144481,ENSMUSG00000036251,ENSMICG00000014693
ENSG00000144485,ENSMUSG00000067071,ENSMICG00000033553
ENSG00000144488,ENSMUSG00000049515,ENSMICG00000038610
ENSG00000144504,ENSMUSG00000034212,ENSMICG00000047966
ENSG00000144524,ENSMUSG00000026240,ENSMICG00000014055
ENSG00000144535,ENSMUSG00000053333,ENSMICG00000012086
ENSG00000144550,ENSMUSG00000030270,ENSMICG00000015210
ENSG00000144554,ENSMUSG00000034023,ENSMICG00000002340
ENSG00000144560,ENSMUSG00000030315,ENSMICG00000016559
ENSG00000144566,ENSMUSG00000017831,ENSMICG00000049130
ENSG00000144579,ENSMUSG00000026176,ENSMICG00000033882
ENSG00000144580,ENSMUSG00000026174,ENSMICG00000005152
ENSG00000144583,ENSMUSG00000039372,ENSMICG00000027749
ENSG00000144589,ENSMUSG00000026213,ENSMICG00000008151
ENSG00000144591,ENSMUSG00000033021,ENSMICG00000001329
ENSG00000144597,ENSMUSG00000021890,ENSMICG00000048930
ENSG00000144619,ENSMUSG00000064293,ENSMICG00000016581
ENSG00000144635,ENSMUSG00000032435,ENSMICG00000049500
ENSG00000144642,ENSMUSG00000039607,ENSMICG00000049249
ENSG00000144644,ENSMUSG00000056880,ENSMICG00000049292
ENSG00000144645,ENSMUSG00000040875,ENSMICG00000048997
ENSG00000144649,ENSMUSG00000038233,ENSMICG00000049494
ENSG00000144655,ENSMUSG00000032515,ENSMICG00000048986
ENSG00000144659,ENSMUSG00000032519,ENSMICG00000049549
ENSG00000144668,ENSMUSG00000039115,ENSMICG00000048957
ENSG00000144674,ENSMUSG00000038708,ENSMICG00000049427
ENSG00000144677,ENSMUSG00000047409,ENSMICG00000049342
ENSG00000144681,ENSMUSG00000032502,ENSMICG00000048960
ENSG00000144711,ENSMUSG00000034312,ENSMICG00000002633
ENSG00000144712,ENSMUSG00000030319,ENSMICG00000041434
ENSG00000144730,ENSMUSG00000040717,ENSMICG00000001723
ENSG00000144736,ENSMUSG00000035378,ENSMICG00000009224
ENSG00000144741,ENSMUSG00000045100,ENSMICG00000012813
ENSG00000144744,ENSMUSG00000030061,ENSMICG00000003407
ENSG00000144747,ENSMUSG00000030059,ENSMICG00000035913
ENSG00000144749,ENSMUSG00000030029,ENSMICG00000012819
ENSG00000144771,ENSMUSG00000045776,ENSMICG00000042762
ENSG00000144791,ENSMUSG00000025239,ENSMICG00000049497
ENSG00000144802,ENSMUSG00000035356,ENSMICG00000048907
ENSG00000144810,ENSMUSG00000068196,ENSMICG00000049100
ENSG00000144815,ENSMUSG00000075033,ENSMICG00000048875
ENSG00000144820,ENSMUSG00000022755,ENSMICG00000049327
ENSG00000144824,ENSMUSG00000033149,ENSMICG00000048881
ENSG00000144827,ENSMUSG00000033157,ENSMICG00000049167
ENSG00000144834,ENSMUSG00000022658,ENSMICG00000048931
ENSG00000144837,ENSMUSG00000002847,ENSMICG00000049474
ENSG00000144840,ENSMUSG00000022827,ENSMICG00000049288
ENSG00000144843,ENSMUSG00000002844,ENSMICG00000048870
ENSG00000144847,ENSMUSG00000022790,ENSMICG00000049356
ENSG00000144848,ENSMUSG00000022663,ENSMICG00000049151
ENSG00000144852,ENSMUSG00000022809,ENSMICG00000049095
ENSG00000144857,ENSMUSG00000022687,ENSMICG00000049357
ENSG00000144868,ENSMUSG00000042757,ENSMICG00000049334
ENSG00000144893,ENSMUSG00000056476,ENSMICG00000049284
ENSG00000144895,ENSMUSG00000027810,ENSMICG00000049004
ENSG00000144909,ENSMUSG00000022807,ENSMICG00000049504
ENSG00000144935,ENSMUSG00000032839,ENSMICG00000049470
ENSG00000144959,ENSMUSG00000027698,ENSMICG00000049131
ENSG00000144962,ENSMUSG00000039335,ENSMICG00000049271
ENSG00000145012,ENSMUSG00000033306,ENSMICG00000049379
ENSG00000145014,ENSMUSG00000022537,ENSMICG00000048733
ENSG00000145020,ENSMUSG00000032607,ENSMICG00000001251
ENSG00000145022,ENSMUSG00000039461,ENSMICG00000043725
ENSG00000145029,ENSMUSG00000032606,ENSMICG00000001261
ENSG00000145041,ENSMUSG00000040325,ENSMICG00000013697
ENSG00000145050,ENSMUSG00000032575,ENSMICG00000042117
ENSG00000145087,ENSMUSG00000022829,ENSMICG00000049262
ENSG00000145088,ENSMUSG00000022838,ENSMICG00000048552
ENSG00000145103,ENSMUSG00000022900,ENSMICG00000049269
ENSG00000145107,ENSMUSG00000079625,ENSMICG00000048953
ENSG00000145113,ENSMUSG00000118672,ENSMICG00000049552
ENSG00000145147,ENSMUSG00000031558,ENSMICG00000005622
ENSG00000145191,ENSMUSG00000003235,ENSMICG00000049428
ENSG00000145192,ENSMUSG00000022868,ENSMICG00000049576
ENSG00000145198,ENSMUSG00000046613,ENSMICG00000049272
ENSG00000145214,ENSMUSG00000004815,ENSMICG00000012917
ENSG00000145217,ENSMUSG00000046959,ENSMICG00000033003
ENSG00000145220,ENSMUSG00000067367,ENSMICG00000000202
ENSG00000145241,ENSMUSG00000029253,ENSMICG00000014183
ENSG00000145247,ENSMUSG00000029153,ENSMICG00000006147
ENSG00000145283,ENSMUSG00000029321,ENSMICG00000016697
ENSG00000145287,ENSMUSG00000029322,ENSMICG00000046029
ENSG00000145293,ENSMUSG00000029326,ENSMICG00000001452
ENSG00000145321,ENSMUSG00000035540,ENSMICG00000041732
ENSG00000145331,ENSMUSG00000004127,ENSMICG00000003507
ENSG00000145332,ENSMUSG00000029312,ENSMICG00000006479
ENSG00000145348,ENSMUSG00000028030,ENSMICG00000010786
ENSG00000145358,ENSMUSG00000046818,ENSMICG00000034039
ENSG00000145362,ENSMUSG00000032826,ENSMICG00000013698
ENSG00000145375,ENSMUSG00000027722,ENSMICG00000010729
ENSG00000145386,ENSMUSG00000027715,ENSMICG00000007007
ENSG00000145388,ENSMUSG00000028114,ENSMICG00000013017
ENSG00000145390,ENSMUSG00000039701,ENSMICG00000009496
ENSG00000145391,ENSMUSG00000037111,ENSMICG00000007056
ENSG00000145414,ENSMUSG00000014907,ENSMICG00000038661
ENSG00000145416,ENSMUSG00000036469,ENSMICG00000045051
ENSG00000145423,ENSMUSG00000027996,ENSMICG00000038719
ENSG00000145431,ENSMUSG00000028019,ENSMICG00000033455
ENSG00000145439,ENSMUSG00000031641,ENSMICG00000034212
ENSG00000145451,ENSMUSG00000038257,ENSMICG00000012219
ENSG00000145476,ENSMUSG00000079057,ENSMICG00000002068
ENSG00000145491,ENSMUSG00000022236,ENSMICG00000035924
ENSG00000145494,ENSMUSG00000021606,ENSMICG00000014038
ENSG00000145495,ENSMUSG00000039100,ENSMICG00000010632
ENSG00000145526,ENSMUSG00000040420,ENSMICG00000008090
ENSG00000145536,ENSMUSG00000049538,ENSMICG00000010718
ENSG00000145545,ENSMUSG00000021594,ENSMICG00000016557
ENSG00000145555,ENSMUSG00000022272,ENSMICG00000010556
ENSG00000145604,ENSMUSG00000054115,ENSMICG00000017829
ENSG00000145623,ENSMUSG00000022146,ENSMICG00000006658
ENSG00000145632,ENSMUSG00000021701,ENSMICG00000014702
ENSG00000145649,ENSMUSG00000023132,ENSMICG00000012698
ENSG00000145675,ENSMUSG00000041417,ENSMICG00000044724
ENSG00000145681,ENSMUSG00000021613,ENSMICG00000034468
ENSG00000145685,ENSMUSG00000045312,ENSMICG00000002076
ENSG00000145687,ENSMUSG00000003992,ENSMICG00000035810
ENSG00000145703,ENSMUSG00000021676,ENSMICG00000007353
ENSG00000145708,ENSMUSG00000021680,ENSMICG00000034984
ENSG00000145715,ENSMUSG00000021549,ENSMICG00000009491
ENSG00000145721,ENSMUSG00000047786,ENSMICG00000032003
ENSG00000145723,ENSMUSG00000026333,ENSMICG00000029753
ENSG00000145725,ENSMUSG00000040648,ENSMICG00000004779
ENSG00000145730,ENSMUSG00000026335,ENSMICG00000004763
ENSG00000145734,ENSMUSG00000049658,ENSMICG00000042850
ENSG00000145740,ENSMUSG00000021629,ENSMICG00000013423
ENSG00000145743,ENSMUSG00000023965,ENSMICG00000031242
ENSG00000145757,ENSMUSG00000021590,ENSMICG00000044517
ENSG00000145777,ENSMUSG00000024379,ENSMICG00000000642
ENSG00000145779,ENSMUSG00000062210,ENSMICG00000042871
ENSG00000145780,ENSMUSG00000033319,ENSMICG00000046595
ENSG00000145781,ENSMUSG00000042705,ENSMICG00000006173
ENSG00000145794,ENSMUSG00000024593,ENSMICG00000046751
ENSG00000145808,ENSMUSG00000053441,ENSMICG00000009660
ENSG00000145817,ENSMUSG00000024487,ENSMICG00000033826
ENSG00000145819,ENSMUSG00000036452,ENSMICG00000009460
ENSG00000145824,ENSMUSG00000021508,ENSMICG00000038499
ENSG00000145826,ENSMUSG00000021539,ENSMICG00000032966
ENSG00000145832,ENSMUSG00000021509,ENSMICG00000007277
ENSG00000145833,ENSMUSG00000021500,ENSMICG00000028626
ENSG00000145839,ENSMUSG00000021538,ENSMICG00000007283
ENSG00000145850,ENSMUSG00000055546,ENSMICG00000000994
ENSG00000145860,ENSMUSG00000019189,ENSMICG00000010048
ENSG00000145861,ENSMUSG00000046491,ENSMICG00000036878
ENSG00000145863,ENSMUSG00000020428,ENSMICG00000015140
ENSG00000145864,ENSMUSG00000007653,ENSMICG00000015110
ENSG00000145868,ENSMUSG00000042211,ENSMICG00000002556
ENSG00000145882,ENSMUSG00000024579,ENSMICG00000028126
ENSG00000145888,ENSMUSG00000000263,ENSMICG00000027464
ENSG00000145901,ENSMUSG00000020400,ENSMICG00000000664
ENSG00000145907,ENSMUSG00000018583,ENSMICG00000012235
ENSG00000145911,ENSMUSG00000001053,ENSMICG00000033359
ENSG00000145912,ENSMUSG00000001056,ENSMICG00000005379
ENSG00000145916,ENSMUSG00000001054,ENSMICG00000005367
ENSG00000145920,ENSMUSG00000025867,ENSMICG00000047802
ENSG00000145934,ENSMUSG00000049336,ENSMICG00000004745
ENSG00000145936,ENSMUSG00000020155,ENSMICG00000043676
ENSG00000145949,ENSMUSG00000044951,ENSMICG00000031773
ENSG00000145975,ENSMUSG00000021414,ENSMICG00000011781
ENSG00000145979,ENSMUSG00000021368,ENSMICG00000000168
ENSG00000145982,ENSMUSG00000021420,ENSMICG00000003828
ENSG00000145990,ENSMUSG00000051335,ENSMICG00000000170
ENSG00000145996,ENSMUSG00000006191,ENSMICG00000030037
ENSG00000146005,ENSMUSG00000024347,ENSMICG00000012647
ENSG00000146006,ENSMUSG00000071862,ENSMICG00000047009
ENSG00000146007,ENSMUSG00000001383,ENSMICG00000042843
ENSG00000146013,ENSMUSG00000024366,ENSMICG00000001692
ENSG00000146021,ENSMUSG00000014164,ENSMICG00000047430
ENSG00000146038,ENSMUSG00000035910,ENSMICG00000016786
ENSG00000146039,ENSMUSG00000021336,ENSMICG00000006235
ENSG00000146047,ENSMUSG00000050799,ENSMICG00000046685
ENSG00000146054,ENSMUSG00000040350,ENSMICG00000028707
ENSG00000146063,ENSMUSG00000040365,ENSMICG00000032858
ENSG00000146067,ENSMUSG00000021495,ENSMICG00000007937
ENSG00000146070,ENSMUSG00000023913,ENSMICG00000017756
ENSG00000146072,ENSMUSG00000023915,ENSMICG00000017760
ENSG00000146083,ENSMUSG00000034928,ENSMICG00000009971
ENSG00000146085,ENSMUSG00000023921,ENSMICG00000008076
ENSG00000146094,ENSMUSG00000035711,ENSMICG00000037622
ENSG00000146109,ENSMUSG00000036376,ENSMICG00000042383
ENSG00000146112,ENSMUSG00000034595,ENSMICG00000014846
ENSG00000146122,ENSMUSG00000040260,ENSMICG00000009058
ENSG00000146143,ENSMUSG00000026134,ENSMICG00000045096
ENSG00000146147,ENSMUSG00000032355,ENSMICG00000016830
ENSG00000146151,ENSMUSG00000007908,ENSMICG00000015183
ENSG00000146166,ENSMUSG00000050217,ENSMICG00000035402
ENSG00000146192,ENSMUSG00000024013,ENSMICG00000003341
ENSG00000146197,ENSMUSG00000038677,ENSMICG00000005061
ENSG00000146215,ENSMUSG00000023968,ENSMICG00000008393
ENSG00000146216,ENSMUSG00000015599,ENSMICG00000008369
ENSG00000146221,ENSMUSG00000023949,ENSMICG00000013443
ENSG00000146232,ENSMUSG00000023947,ENSMICG00000013421
ENSG00000146233,ENSMUSG00000023963,ENSMICG00000017753
ENSG00000146242,ENSMUSG00000035274,ENSMICG00000046765
ENSG00000146243,ENSMUSG00000032251,ENSMICG00000044942
ENSG00000146247,ENSMUSG00000032253,ENSMICG00000000134
ENSG00000146263,ENSMUSG00000045751,ENSMICG00000015759
ENSG00000146267,ENSMUSG00000028246,ENSMICG00000006809
ENSG00000146276,ENSMUSG00000028280,ENSMICG00000013041
ENSG00000146278,ENSMUSG00000040128,ENSMICG00000028386
ENSG00000146281,ENSMUSG00000054659,ENSMICG00000029652
ENSG00000146282,ENSMUSG00000028292,ENSMICG00000003097
ENSG00000146285,ENSMUSG00000044770,ENSMICG00000004168
ENSG00000146350,ENSMUSG00000038122,ENSMICG00000033229
ENSG00000146352,ENSMUSG00000019785,ENSMICG00000036266
ENSG00000146373,ENSMUSG00000063760,ENSMICG00000036781
ENSG00000146374,ENSMUSG00000019880,ENSMICG00000008084
ENSG00000146376,ENSMUSG00000039031,ENSMICG00000017694
ENSG00000146378,ENSMUSG00000059763,ENSMICG00000003235
ENSG00000146386,ENSMUSG00000078453,ENSMICG00000043715
ENSG00000146409,ENSMUSG00000037455,ENSMICG00000037158
ENSG00000146410,ENSMUSG00000019992,ENSMICG00000004940
ENSG00000146411,ENSMUSG00000037490,ENSMICG00000026712
ENSG00000146414,ENSMUSG00000090112,ENSMICG00000009309
ENSG00000146416,ENSMUSG00000019806,ENSMICG00000013596
ENSG00000146426,ENSMUSG00000023800,ENSMICG00000011537
ENSG00000146433,ENSMUSG00000038141,ENSMICG00000009469
ENSG00000146453,ENSMUSG00000073460,ENSMICG00000008021
ENSG00000146457,ENSMUSG00000060475,ENSMICG00000033919
ENSG00000146463,ENSMUSG00000042446,ENSMICG00000031294
ENSG00000146469,ENSMUSG00000019772,ENSMICG00000035122
ENSG00000146476,ENSMUSG00000061759,ENSMICG00000047928
ENSG00000146477,ENSMUSG00000023828,ENSMICG00000007647
ENSG00000146535,ENSMUSG00000000149,ENSMICG00000000898
ENSG00000146555,ENSMUSG00000039683,ENSMICG00000010289
ENSG00000146576,ENSMUSG00000039244,ENSMICG00000014369
ENSG00000146587,ENSMUSG00000061898,ENSMICG00000044579
ENSG00000146592,ENSMUSG00000053007,ENSMICG00000007967
ENSG00000146648,ENSMUSG00000020122,ENSMICG00000009640
ENSG00000146670,ENSMUSG00000024791,ENSMICG00000001291
ENSG00000146674,ENSMUSG00000020427,ENSMICG00000004515
ENSG00000146676,ENSMUSG00000094483,ENSMICG00000028242
ENSG00000146678,ENSMUSG00000020429,ENSMICG00000029987
ENSG00000146700,ENSMUSG00000029699,ENSMICG00000044731
ENSG00000146701,ENSMUSG00000019179,ENSMICG00000003939
ENSG00000146729,ENSMUSG00000029432,ENSMICG00000027686
ENSG00000146731,ENSMUSG00000029447,ENSMICG00000028640
ENSG00000146733,ENSMUSG00000029446,ENSMICG00000032693
ENSG00000146755,ENSMUSG00000053388,ENSMICG00000009226
ENSG00000146776,ENSMUSG00000020564,ENSMICG00000010963
ENSG00000146802,ENSMUSG00000029569,ENSMICG00000007451
ENSG00000146809,ENSMUSG00000029685,ENSMICG00000005290
ENSG00000146826,ENSMUSG00000036948,ENSMICG00000004013
ENSG00000146828,ENSMUSG00000037344,ENSMICG00000009453
ENSG00000146830,ENSMUSG00000029714,ENSMICG00000009384
ENSG00000146834,ENSMUSG00000029726,ENSMICG00000030166
ENSG00000146839,ENSMUSG00000079173,ENSMICG00000009407
ENSG00000146842,ENSMUSG00000029782,ENSMICG00000035291
ENSG00000146856,ENSMUSG00000038836,ENSMICG00000014568
ENSG00000146857,ENSMUSG00000029848,ENSMICG00000001661
ENSG00000146858,ENSMUSG00000047749,ENSMICG00000037636
ENSG00000146872,ENSMUSG00000020694,ENSMICG00000013657
ENSG00000146904,ENSMUSG00000029859,ENSMICG00000015546
ENSG00000146909,ENSMUSG00000001569,ENSMICG00000017531
ENSG00000146918,ENSMUSG00000042029,ENSMICG00000016952
ENSG00000146926,ENSMUSG00000038204,ENSMICG00000036188
ENSG00000146950,ENSMUSG00000045180,ENSMICG00000045523
ENSG00000146955,ENSMUSG00000029923,ENSMICG00000006614
ENSG00000146963,ENSMUSG00000029823,ENSMICG00000003133
ENSG00000146966,ENSMUSG00000038456,ENSMICG00000002120
ENSG00000147003,ENSMUSG00000015401,ENSMICG00000003210
ENSG00000147010,ENSMUSG00000040990,ENSMICG00000004092
ENSG00000147027,ENSMUSG00000025666,ENSMICG00000044159
ENSG00000147036,ENSMUSG00000047344,ENSMICG00000005180
ENSG00000147041,ENSMUSG00000054453,ENSMICG00000045851
ENSG00000147044,ENSMUSG00000031012,ENSMICG00000000276
ENSG00000147050,ENSMUSG00000037369,ENSMICG00000015025
ENSG00000147065,ENSMUSG00000031207,ENSMICG00000042978
ENSG00000147081,ENSMUSG00000050089,ENSMICG00000027376
ENSG00000147100,ENSMUSG00000033965,ENSMICG00000043965
ENSG00000147113,ENSMUSG00000037358,ENSMICG00000037484
ENSG00000147118,ENSMUSG00000054737,ENSMICG00000037147
ENSG00000147123,ENSMUSG00000031059,ENSMICG00000027226
ENSG00000147130,ENSMUSG00000031310,ENSMICG00000014095
ENSG00000147140,ENSMUSG00000031311,ENSMICG00000000232
ENSG00000147145,ENSMUSG00000049929,ENSMICG00000046360
ENSG00000147155,ENSMUSG00000031168,ENSMICG00000037008
ENSG00000147160,ENSMUSG00000031220,ENSMICG00000015973
ENSG00000147162,ENSMUSG00000034160,ENSMICG00000003078
ENSG00000147166,ENSMUSG00000031312,ENSMICG00000000235
ENSG00000147168,ENSMUSG00000031304,ENSMICG00000013995
ENSG00000147202,ENSMUSG00000034480,ENSMICG00000009155
ENSG00000147223,ENSMUSG00000072945,ENSMICG00000015682
ENSG00000147224,ENSMUSG00000079104,ENSMICG00000001929
ENSG00000147231,ENSMUSG00000042498,ENSMICG00000000489
ENSG00000147234,ENSMUSG00000042425,ENSMICG00000001903
ENSG00000147246,ENSMUSG00000041380,ENSMICG00000032281
ENSG00000147251,ENSMUSG00000031093,ENSMICG00000011698
ENSG00000147255,ENSMUSG00000031111,ENSMICG00000015205
ENSG00000147256,ENSMUSG00000036198,ENSMICG00000001343
ENSG00000147257,ENSMUSG00000055653,ENSMICG00000015838
ENSG00000147316,ENSMUSG00000039842,ENSMICG00000038616
ENSG00000147324,ENSMUSG00000070056,ENSMICG00000012971
ENSG00000147378,ENSMUSG00000053593,ENSMICG00000047061
ENSG00000147383,ENSMUSG00000031349,ENSMICG00000005868
ENSG00000147400,ENSMUSG00000031347,ENSMICG00000005862
ENSG00000147408,ENSMUSG00000036356,ENSMICG00000010223
ENSG00000147416,ENSMUSG00000006273,ENSMICG00000001791
ENSG00000147419,ENSMUSG00000022035,ENSMICG00000042632
ENSG00000147421,ENSMUSG00000021972,ENSMICG00000010422
ENSG00000147432,ENSMUSG00000031492,ENSMICG00000010710
ENSG00000147434,ENSMUSG00000031491,ENSMICG00000010715
ENSG00000147437,ENSMUSG00000015812,ENSMICG00000037976
ENSG00000147439,ENSMUSG00000022089,ENSMICG00000007768
ENSG00000147443,ENSMUSG00000022102,ENSMICG00000011568
ENSG00000147454,ENSMUSG00000034248,ENSMICG00000034841
ENSG00000147457,ENSMUSG00000034190,ENSMICG00000011964
ENSG00000147459,ENSMUSG00000044447,ENSMICG00000016726
ENSG00000147465,ENSMUSG00000031574,ENSMICG00000014671
ENSG00000147471,ENSMUSG00000031485,ENSMICG00000042505
ENSG00000147475,ENSMUSG00000031483,ENSMICG00000010152
ENSG00000147481,ENSMUSG00000025909,ENSMICG00000001818
ENSG00000147488,ENSMUSG00000033740,ENSMICG00000003705
ENSG00000147509,ENSMUSG00000002459,ENSMICG00000015672
ENSG00000147526,ENSMUSG00000065954,ENSMICG00000003570
ENSG00000147536,ENSMUSG00000031546,ENSMICG00000017584
ENSG00000147548,ENSMUSG00000054823,ENSMICG00000009144
ENSG00000147570,ENSMUSG00000027606,ENSMICG00000043410
ENSG00000147573,ENSMUSG00000060913,ENSMICG00000012826
ENSG00000147576,ENSMUSG00000025911,ENSMICG00000009862
